pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,52.97818000,0.300000,11.299,1.008,133.48860,0.42000,Mass,0.280000,,759,0,F6 V,6394.00,1.32,1.32,0.240,[Fe/H],4.32,05h49m36.43s,87.4017825,-54d54m37.52s,-54.9104230,113.8250000,9.0700000,7.8460000,8.9400400,2021-03-25,2021-05,2021-04-01
TOI-2010 b,TOI-2010,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,141.83402500,0.551600,11.814,1.054,408.72733,1.28600,Mass,0.212000,4.09,400,0,F0,5929.00,1.08,1.11,0.168,[Fe/H],4.42,19h28m40.07s,292.1669417,+53d29m14.53s,53.4873694,109.1900000,9.8490000,8.2810000,9.6956800,2023-11-29,2023-12,2023-11-29
TOI-2018 b,TOI-2018,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.43558300,,2.268,0.202,9.20000,0.02895,Mass,0.000000,,,0,K V,4174.00,0.62,0.57,-0.580,[Fe/H],4.62,15h19m20.99s,229.8374423,+29d12m28.36s,29.2078771,27.9956000,10.2500000,7.1040000,9.7199900,2023-06-27,2023-06,2023-06-27
TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.87209820,0.089200,11.893,1.061,1144.18227,3.60000,Mass,0.394000,,1166,0,,5977.00,1.46,1.20,0.150,[Fe/H],4.19,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.9850000,11.5990000,10.0100000,11.3637000,2023-03-15,2023-02,2023-03-15
TOI-2046 b,TOI-2046,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.49718420,,16.141,1.440,731.00534,2.30000,Mass,,,,0,F8 V,6250.00,1.21,1.13,-0.060,[Fe/H],4.30,01h04m44.39s,16.1849423,+74d19m52.70s,74.3313055,289.6680000,11.5520000,10.0940000,11.4128000,2022-05-23,2022-05,2022-05-23
TOI-2048 b,TOI-2048,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,13.79019000,,2.610,0.233,,,,0.130000,,,0,G V,5185.00,0.79,0.83,0.020,[m/H],,15h51m41.79s,237.9241066,+52d18m22.71s,52.3063083,116.5670000,11.4310000,9.4390000,11.3252000,2023-01-18,2022-09,2023-01-18
TOI-206 b,TOI-206,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.73631040,0.011200,1.300,0.116,,,,,,910,0,,3383.00,0.35,0.35,,,4.89,04h54m57.17s,73.7382202,-62d31m18.75s,-62.5218740,47.7465000,14.9380000,10.0600000,13.6662000,2022-02-15,2022-02,2022-02-15
TOI-2068 b,TOI-2068,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.76891500,0.063200,1.821,0.162,,,,,12.23,521,0,,3710.00,0.54,0.56,0.270,[Fe/H],4.73,12h25m05.65s,186.2735600,+60d25m06.04s,60.4183455,52.9328000,13.0070000,9.0070000,12.2210000,2024-04-15,2023-11,2024-04-15
TOI-2076 b,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.35509000,0.068200,2.518,0.225,,,,,84.06,797,1,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
TOI-2076 c,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,21.01538000,0.109300,3.497,0.312,,,,,32.70,630,1,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
TOI-2076 d,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,35.12537000,0.153900,3.232,0.288,,,,,16.50,530,0,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
TOI-2081 b,TOI-2081,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.50534000,0.075200,2.040,0.182,,,,,8.10,488,0,M1.0,3800.00,0.53,0.54,-0.500,[Fe/H],4.50,17h37m12.54s,264.3022634,+53d01m32.04s,53.0255666,62.3446000,13.3690000,9.5230000,12.6594000,2022-06-27,2022-06,2022-06-27
TOI-2084 b,TOI-2084,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.07842470,0.050060,2.470,0.220,,,,,12.80,527,0,M2+/-0.5,3551.00,0.47,0.45,-0.130,[Fe/H],4.75,17h17m01.09s,259.2545389,+72d44m49.28s,72.7470231,114.5490000,15.1150000,11.1480000,14.4096000,2023-07-25,2023-06,2023-07-25
TOI-2095 b,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.66484000,0.101000,1.250,0.112,4.10000,0.01290,Mass,0.000000,3.43,347,0,M2.5 V,3759.00,0.44,0.44,-0.240,[Fe/H],5.11,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,13.1900000,8.9880000,12.0940000,2023-08-22,2023-04,2023-08-22
TOI-2095 c,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,28.17232000,0.137000,1.330,0.119,7.40000,0.02328,Mass,0.000000,1.84,297,0,M2.5 V,3759.00,0.44,0.44,-0.240,[Fe/H],5.11,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,13.1900000,8.9880000,12.0940000,2023-08-22,2023-04,2023-08-22
TOI-2096 b,TOI-2096,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.11906330,0.025000,1.243,0.111,,,,0.150000,9.40,445,0,M4,3300.00,0.23,0.23,-0.030,[Fe/H],5.05,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,15.9200000,11.0210000,14.7736000,2023-03-28,2023-03,2023-03-28
TOI-2096 c,TOI-2096,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.38784000,0.040000,1.914,0.171,,,,0.100000,3.70,349,0,M4,3300.00,0.23,0.23,-0.030,[Fe/H],5.05,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,15.9200000,11.0210000,14.7736000,2023-03-28,2023-03,2023-03-28
TOI-2109 b,TOI-2109,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.67247414,0.017910,15.098,1.347,1595.49860,5.02000,Mass,,,3646,0,F,6540.00,1.70,1.45,0.068,[Fe/H],4.14,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153,262.0410000,10.2170000,9.0700000,10.1138000,2021-12-13,2021-12,2021-12-13
TOI-2134 b,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.22920050,0.078000,2.690,0.240,9.13000,0.02873,Mass,0.060000,32.00,666,0,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000,2023-11-28,2023-10,2023-11-28
TOI-2134 c,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,95.50000000,0.371000,7.270,0.649,41.89000,0.13180,Mass,0.670000,1.40,306,0,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000,2023-11-28,2023-10,2023-11-28
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.85192800,0.057000,2.190,0.195,6.37000,0.02004,Mass,0.000000,4.00,395,0,M4.5 V,3342.00,0.34,0.34,0.030,[Fe/H],4.91,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631000,14.3200000,9.3430000,12.9643000,2022-07-12,2022-08,2022-07-12
TOI-2141 b,TOI-2141,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.26157000,0.133000,3.050,0.278,24.00000,0.07500,Mass,0.210000,,722,0,,5659.00,0.98,0.94,-0.120,[Fe/H],4.42,17h15m02.96s,258.7623456,+18d20m25.24s,18.3403449,77.6820000,9.4600000,7.8700000,9.3440800,2023-11-28,2023-11,2023-11-28
TOI-2145 b,TOI-2145,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.26075000,0.110800,11.982,1.069,1671.77742,5.26000,Mass,0.208000,,1484,0,,6177.00,2.75,1.72,0.247,[Fe/H],3.79,17h35m01.94s,263.7580753,+40d41m42.15s,40.6950428,224.7310000,9.0700000,7.7610000,8.9365100,2023-03-15,2023-02,2023-03-15
TOI-2152 A b,TOI-2152,1,3,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.37735120,0.050640,14.359,1.281,899.45439,2.83000,Mass,0.057000,,1802,0,F4 V,6630.00,1.61,1.52,0.282,[Fe/H],4.21,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.0060000,11.4360000,9.5970000,11.2407000,2023-03-15,2023-02,2023-03-15
TOI-2154 b,TOI-2154,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.82408010,0.051300,16.287,1.453,292.40213,0.92000,Mass,0.117000,,1580,0,,6280.00,1.40,1.23,0.011,[Fe/H],4.24,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,296.4600000,11.0680000,9.8500000,11.0359000,2023-03-15,2023-02,2023-03-15
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.60077000,0.075000,10.761,0.960,260.61929,0.82000,Mass,0.070000,,1188,0,,5673.00,1.41,1.12,0.470,[Fe/H],4.19,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.4730000,10.8870000,9.0710000,10.6718000,2022-09-19,2022-04,2022-09-19
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,34.52552800,,10.100,0.901,177.98391,0.56000,Mass,0.004600,,,1,,,0.75,0.77,,,,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.16073000,,8.000,0.714,18.75188,0.05900,Mass,0.160000,,,1,,,0.75,0.77,,,,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,260.79000000,0.828000,11.321,1.010,875.61726,2.75500,Mass,0.368300,2.71,348,1,G5,5695.00,1.64,1.11,0.253,[Fe/H],4.06,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,116.6850000,9.1620000,7.6040000,9.0113300,2022-01-10,2022-02,2022-01-10
TOI-2184 b,TOI-2184,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.90683000,,11.400,1.017,206.58846,0.65000,Mass,0.080000,1429.00,,0,,5966.00,2.90,1.53,0.140,[Fe/H],3.70,06h43m19.95s,100.8331246,-66d56m51.56s,-66.9476563,788.3170000,12.2540000,10.4100000,11.8482000,2022-01-31,2022-02,2022-01-31
TOI-2193 A b,TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.12257350,0.033190,19.840,1.770,298.75870,0.94000,Mass,0.000000,1600.00,1763,0,,5966.00,1.25,1.08,0.027,[Fe/H],4.28,20h54m45.90s,313.6912320,-72d48m16.71s,-72.8046404,337.0640000,11.9760000,10.3830000,11.8135000,2022-08-29,2022-08,2022-08-29
TOI-2194 b,TOI-2194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,15.33759700,,1.989,0.177,,,,,,591,0,,4756.00,0.69,0.74,-0.372,[m/H],4.70,19h56m37.52s,299.1563393,-31d20m06.65s,-31.3351812,19.5711000,8.4200000,5.8690000,8.0659400,2023-05-26,2023-01,2023-05-26
TOI-2196 b,TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.19472680,0.022340,3.510,0.313,26.00000,0.08181,Mass,0.000000,2000.00,1860,0,G V,5634.00,1.04,1.03,0.140,[Fe/H],4.42,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.9470000,12.2970000,10.3460000,11.8259000,2022-08-23,2022-08,2022-08-23
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.69526400,0.089110,3.030,0.270,13.80000,0.04342,Mass,0.032000,,805,0,K0 V,5298.00,0.86,0.82,-0.217,[Fe/H],4.37,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402000,10.4660000,8.5420000,10.1897000,2021-05-28,2021-08,2021-05-28
TOI-2202 b,TOI-2202,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.91010000,0.095640,11.321,1.010,310.83618,0.97800,Mass,0.042000,,,1,K8 V,5144.00,0.79,0.82,0.040,[Fe/H],4.55,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.9330000,13.0040000,10.8000000,12.7606000,2021-08-23,2021-12,2021-08-23
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.00196800,0.085400,11.153,0.995,203.41018,0.64000,Mass,0.174000,406.00,1259,0,,6101.00,1.56,1.30,0.181,[Fe/H],4.16,20h30m23.21s,307.5966925,-44d53m15.43s,-44.8876181,373.3450000,11.3160000,10.1330000,11.3545000,2022-08-29,2022-08,2022-08-29
TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.53159020,0.050090,14.370,1.282,502.16888,1.58000,Mass,0.000000,1356.00,1688,0,,6248.00,1.57,1.34,0.119,[Fe/H],4.17,01h20m39.84s,20.1660113,-86d58m47.87s,-86.9799650,355.5900000,11.6000000,9.9600000,11.2905000,2022-08-29,2022-08,2022-08-29
TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,35.18934600,0.145000,2.194,0.196,,,,0.496000,,256,0,M3,3430.00,0.31,0.33,-0.270,[Fe/H],4.97,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911000,15.2110000,10.6730000,14.1615000,2021-11-09,2022-01,2021-11-09
TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.35247280,0.009700,1.620,0.145,,,,,,2609,0,G V,5534.00,0.94,0.99,0.220,[Fe/H],4.62,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.2510000,10.4740000,8.6840000,10.2488000,2022-02-15,2022-02,2022-02-15
TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.32631800,0.020000,1.540,0.137,,,,,13.00,550,0,M5.0+0.5-0.5,3200.00,0.24,0.23,,,,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.6004000,16.5400000,11.0170000,14.8319000,2024-02-05,2024-01,2024-02-05
TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,27.26955000,0.136300,1.740,0.155,19.50000,0.06135,Mass,0.300000,1.54,284,0,,3491.00,0.46,0.45,-0.050,[Fe/H],,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,13.4030000,9.0340000,12.4314000,2021-10-25,2022-02,2021-10-25
TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.99432000,,10.088,0.900,508.52545,1.60000,Mass,0.019000,,,0,,4780.00,3.22,1.32,0.390,[Fe/H],3.50,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.0460000,12.5240000,9.6780010,11.8752000,2022-03-16,2022-03,2022-03-16
TOI-2338 b,TOI-2338,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,22.65398000,0.158000,11.209,1.000,1900.61387,5.98000,Mass,0.676000,,799,0,,5581.00,1.05,0.99,0.220,[Fe/H],4.40,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.9960000,12.4830000,10.6640000,12.1856000,2023-04-10,2023-04,2023-04-10
TOI-2364 b,TOI-2364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.01975170,0.048710,8.608,0.768,71.51139,0.22500,Mass,0.000000,237.00,1091,0,,5306.00,0.89,0.95,0.344,[Fe/H],4.52,05h56m31.21s,89.1300265,-05d00m43.31s,-5.0120298,219.6140000,12.2340000,10.3630000,12.0921000,2023-02-27,2023-03,2023-02-27
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.43609800,0.034100,1.440,0.128,,,,0.000000,3.70,388,0,M4.5 V,3212.00,0.21,0.18,,,5.04,23h32m58.45s,353.2435381,-29d24m59.35s,-29.4164870,38.0749000,16.3700000,10.8960000,14.7540000,2020-12-10,2021-01,2020-12-17
TOI-2373 b,TOI-2373,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,13.33668000,0.112000,10.424,0.930,2955.80419,9.30000,Mass,0.112000,,860,0,,5651.00,1.10,1.04,0.300,[Fe/H],4.37,04h06m44.69s,61.6862197,-16d45m20.72s,-16.7557546,508.6860000,13.2510000,11.5860000,13.0711000,2023-12-14,2023-12,2023-12-14
TOI-238 b,TOI-238,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.27311400,0.021200,1.612,0.144,,,,,747.65,1457,0,,5080.00,0.75,0.79,-0.050,[Fe/H],4.58,23h16m55.46s,349.2310814,-18d36m23.93s,-18.6066463,80.5407000,10.7480000,8.5980000,10.4883000,2024-04-15,2023-11,2024-04-15
TOI-2406 b,TOI-2406,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.07668960,0.022800,2.940,0.262,,,,0.260000,6.55,447,0,M4 V,3100.00,0.20,0.16,-0.380,[Fe/H],5.04,00h35m13.45s,8.8060544,-03d22m19.50s,-3.3720833,55.4190000,,11.8940000,15.6955000,2021-08-16,2021-09,2021-08-16
TOI-2411 b,TOI-2411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.78269420,0.014400,1.680,0.150,,,,,,1355,0,,4099.00,0.68,0.65,,,4.59,01h23m41.39s,20.9224567,-08d42m06.46s,-8.7017944,59.5362000,11.2720000,8.5320000,11.2198000,2022-02-15,2022-02,2022-02-15
TOI-2416 b,TOI-2416,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.27547900,0.083100,9.864,0.880,953.48522,3.00000,Mass,0.320000,,1080,0,,5808.00,1.24,1.12,0.320,[Fe/H],4.30,03h49m21.35s,57.3389409,-60d47m13.87s,-60.7871861,557.7330000,13.0190000,11.5110000,12.8909000,2023-12-14,2023-12,2023-12-14
TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.34740320,0.054300,10.368,0.925,105.83686,0.33300,Mass,0.000000,923.60,1534,0,,5607.00,1.75,1.13,0.190,[Fe/H],4.00,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.9270000,11.4190000,9.6670000,11.1554000,2022-08-29,2022-08,2022-08-29
TOI-2427 b,TOI-2427,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.30600110,0.020200,1.800,0.161,,,,,,1117,0,,4072.00,0.65,0.64,,,4.62,03h29m10.02s,52.2917315,-31d21m46.32s,-31.3628665,28.5147000,10.2950000,7.0480000,9.8184500,2022-02-15,2022-02,2022-02-15
TOI-244 b,TOI-244,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.39722500,0.055900,1.520,0.136,2.68000,0.00843,Mass,,7.30,458,0,M2.5 V,3433.00,0.43,0.43,-0.390,[Fe/H],4.66,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.0337000,12.8610000,7.9700000,11.5530000,2023-10-09,2023-05,2023-10-09
TOI-2443 b,TOI-2443,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,15.66949400,,2.773,0.247,,,,,,601,0,,4357.00,0.73,0.66,-0.439,[m/H],4.71,02h40m43.17s,40.1798608,+01d11m58.83s,1.1996757,23.9258000,9.5100000,6.5000000,9.0333000,2023-05-26,2023-01,2023-05-26
TOI-2445 b,TOI-2445,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.37112810,0.006400,1.250,0.112,,,,,,1060,0,,3333.00,0.27,0.25,,,4.97,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.5820000,15.6920000,10.7790000,14.3977000,2022-02-15,2022-02,2022-02-15
TOI-2459 b,TOI-2459,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,19.10471800,,2.953,0.263,,,,,,445,0,,4195.00,0.68,0.66,,,4.60,05h28m34.40s,82.1433321,-39d22m22.96s,-39.3730456,36.6113000,10.7720000,7.5740000,10.1652000,2023-05-26,2023-01,2023-05-26
TOI-2497 b,TOI-2497,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.65566900,0.116600,11.142,0.994,1531.93292,4.82000,Mass,0.195000,,1595,0,,7360.00,2.36,1.86,0.094,[Fe/H],3.96,06h00m15.02s,90.0625878,+11d53m02.61s,11.8840577,285.2890000,9.5470000,8.4860000,9.4724400,2023-03-15,2023-02,2023-03-15
TOI-2498 b,TOI-2498,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.73825200,0.049100,6.060,0.541,34.62000,0.10893,Mass,0.089000,,1443,0,,5905.00,1.26,1.12,0.167,[Fe/H],4.30,06h21m39.89s,95.4162204,+11d15m05.93s,11.2516477,275.2650000,11.1960000,9.9330000,11.2677000,2023-05-26,2023-05,2023-05-26
TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.93777000,0.057410,2.740,0.244,317.83000,1.00000,Mass,0.000000,,,0,,5875.00,0.88,1.04,-0.106,[Fe/H],4.56,23h32m14.90s,353.0620655,-37d15m21.11s,-37.2558629,99.5230000,9.8870000,8.4260000,9.7541100,2020-12-10,2021-01,2020-12-17
TOI-2524 b,TOI-2524,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.18585000,0.073000,11.209,1.000,203.41018,0.64000,Mass,0.000000,,1100,0,,5831.00,1.12,1.01,0.060,[Fe/H],4.34,10h43m32.84s,160.8868435,-01d54m45.71s,-1.9126984,438.8420000,12.8000000,11.1980000,12.6225000,2023-12-14,2023-12,2023-12-14
TOI-2525 b,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,23.28560000,0.151100,8.676,0.774,26.69759,0.08400,Mass,0.170000,,,1,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.3980000,14.2160000,11.9050000,14.0120000,2023-02-25,2023-02,2023-02-25
TOI-2525 c,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,49.25190000,0.249000,10.133,0.904,208.81326,0.65700,Mass,0.157000,,,1,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.3980000,14.2160000,11.9050000,14.0120000,2023-02-25,2023-02,2023-02-25
TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.99403700,,2.750,0.245,,,,,,,0,,5846.29,1.25,1.05,-0.273,[M/H],4.27,09h02m10.99s,135.5458029,-03d25m14.95s,-3.4208194,107.1180000,9.5210000,8.0600000,9.2949000,2022-10-03,2022-11,2022-10-03
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.98394400,0.067200,10.929,0.975,63.88351,0.20100,Mass,0.000000,558.00,1352,0,,5611.00,1.69,1.13,0.241,[Fe/H],4.04,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.7750000,12.3000000,10.7170000,12.2213000,2022-08-29,2022-08,2022-08-29
TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.38818000,0.152800,7.163,0.639,43.86032,0.13800,Mass,0.000000,186.00,1027,0,,6095.00,1.87,1.41,0.175,[Fe/H],4.04,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028000,7.5700000,6.2560000,7.4165300,2021-04-23,2021-04,2021-04-23
TOI-2570 b,TOI-2570,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.98876150,0.041450,13.641,1.217,260.61929,0.82000,Mass,0.000000,699.00,1431,0,,5771.00,1.09,1.06,0.191,[Fe/H],4.38,05h48m45.13s,87.1880397,+32d05m02.56s,32.0840435,361.8570000,12.5690000,10.9050000,12.4599000,2022-08-29,2022-08,2022-08-29
TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.52072650,0.057100,14.460,1.290,79.45710,0.25000,Mass,0.000000,750.90,1456,0,,5936.00,1.48,1.22,0.158,[Fe/H],4.18,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.1890000,12.5860000,11.2450000,12.4592000,2023-02-27,2023-03,2023-02-27
