pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-4559 b,TOI-4559,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.96599100,0.035900,1.415,0.126,,,,,15.77,554,0,,3558.00,0.37,0.39,-0.090,[Fe/H],4.88,14h04m03.25s,211.0135378,-30d00m50.85s,-30.0141252,31.6354000,13.1150000,8.6190000,12.0797000,2024-04-15,2023-11,2024-04-15
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,225.11781000,0.768000,12.530,1.118,732.00000,2.30000,Mass,0.760000,,318,0,F7 V,6096.00,1.15,1.19,0.080,[M/H],4.39,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.6050000,12.1400000,10.6190000,11.9551000,2023-02-07,2022-08,2023-02-07
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,31.03400000,,10.536,0.940,168.44906,0.53000,Mass,0.510000,,,0,,5190.00,2.50,1.34,0.170,[Fe/H],3.77,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.8460000,11.2700000,9.3290010,11.0809000,2023-01-23,2023-02,2023-01-23
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,82.68690000,0.349000,6.800,0.607,959.84179,3.02000,Mass,0.250000,,347,0,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,12.5770000,10.5710000,12.4406000,2023-09-19,2023-09,2023-09-19
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,482.81910000,1.152000,9.420,0.841,2946.26933,9.27000,Mass,0.210000,,191,0,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,12.5770000,10.5710000,12.4406000,2023-09-19,2023-09,2023-09-19
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.24599000,0.088800,11.680,1.042,4096.80817,12.89000,Mass,0.325000,1192.00,1677,0,F,6264.00,2.74,1.76,0.342,[Fe/H],3.81,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.6430000,9.2400000,7.7860000,9.0746900,2023-03-28,2023-03,2023-03-28
TOI-4641 b,TOI-4641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,22.09341000,0.173000,8.183,0.730,1229.99594,3.87000,Mass,0.074000,,,0,,6560.00,1.72,1.41,-0.090,[m/H],4.11,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501000,7.5100000,6.5790000,7.4077500,2023-12-14,2023-12,2023-12-14
TOI-470 b,TOI-470,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,12.19148000,0.119000,4.340,0.387,,,,,,660,0,G,5190.00,0.83,0.87,0.100,[Fe/H],4.54,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.4600000,11.1710000,9.4220000,11.2461000,2023-08-22,2023-03,2023-08-22
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.28088000,0.055500,12.442,1.110,734.18362,2.31000,Mass,0.000000,783.20,1472,0,,6058.00,1.41,1.24,0.207,[Fe/H],4.23,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.8020000,11.5410000,10.0190000,11.3152000,2023-02-27,2023-03,2023-02-27
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.33111000,0.097000,11.097,0.990,486.27990,1.53000,Mass,0.153000,,1370,0,G,5735.00,1.66,1.14,0.260,[Fe/H],4.06,07h22m03.04s,110.5126861,-57d23m05.99s,-57.3849980,179.3660000,9.9720000,8.4430000,9.8465900,2020-12-10,2020-11,2020-12-17
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.52275910,0.018080,8.700,0.770,86.70000,0.27300,Mass,0.008000,42.50,694,0,M3.5 V,3260.00,0.36,0.34,0.270,[Fe/H],4.86,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.1423000,16.4700000,11.1750000,15.1091000,2024-03-04,2023-08,2024-03-04
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.54817700,0.011890,1.166,0.104,1.42000,0.00447,Mass,0.063000,1138.00,1617,0,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.5400000,7.7150000,10.1026000,2022-05-09,2022-04,2022-05-09
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.45883850,0.065190,4.740,0.423,,,,0.000000,467.00,1442,0,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,10.1410000,8.7770000,9.9362900,2023-10-21,2023-10,2023-10-21
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.89990000,0.143900,3.860,0.344,,,,0.000000,96.00,971,0,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,10.1410000,8.7770000,9.9362900,2023-10-21,2023-10,2023-10-21
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,20.33003000,0.158000,11.882,1.060,1036.12061,3.26000,Mass,0.091000,,906,0,F8 V,6300.00,1.40,1.24,0.120,[Fe/H],4.30,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.4840000,11.9320000,10.4080000,11.5779000,2022-07-12,2022-07,2022-07-12
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,12.21428600,,5.351,0.477,,,,,,,0,,5643.77,1.09,1.00,0.415,[M/H],4.36,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.2430000,11.5830000,9.6000000,11.1031000,2022-10-03,2022-11,2022-10-03
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.26523280,0.015900,11.545,1.030,147.15455,0.46300,Mass,0.330000,,687,0,M V,3322.00,0.35,0.34,0.270,[Fe/H],4.87,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.5570000,17.3500000,11.9510000,15.7067000,2023-05-15,2023-04,2023-05-15
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.63075700,0.019900,11.600,1.030,343.00000,1.08000,Mass,0.020000,49.00,737,0,M4.0,3430.00,0.39,0.39,0.000,[Fe/H],4.84,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.4493000,15.8990000,11.0060000,14.9317000,2023-03-15,2023-03,2023-03-15
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.87217100,,5.220,0.466,,,,,,,0,,5631.00,1.02,1.00,,,4.42,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.6460000,12.2140000,10.6270000,12.0984000,2022-10-03,2022-11,2022-10-03
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.93028900,0.034000,11.900,1.060,170.40000,0.54000,Mass,0.380000,34.60,675,0,M3+/-1,3586.00,0.52,0.54,-0.030,[Fe/H],4.77,23h43m18.88s,355.8286820,-02d02m42.34s,-2.0450945,162.2290000,16.1900000,11.6390000,14.9816000,2023-07-21,2023-07,2023-07-21
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.38759700,0.052000,9.303,0.830,127.13136,0.40000,Mass,0.000000,,565,0,M0.5 V,3659.00,0.54,0.53,0.376,[Fe/H],4.70,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.7620000,15.4030000,11.2380000,14.6439000,2021-10-11,2022-03,2021-10-11
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.32665080,0.029600,5.820,0.519,61.50000,0.19350,Mass,0.000000,94.10,867,0,,3927.00,0.61,0.64,0.338,[Fe/H],4.67,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.0470000,14.4130000,10.5870000,13.6645000,2021-08-16,2021-10,2021-08-16
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.79262200,0.040410,10.604,0.946,130.94530,0.41200,Mass,0.054000,38.00,689,0,,3747.00,0.59,0.61,0.425,[Fe/H],4.69,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.3670000,15.4020000,10.8600000,14.3361000,2023-11-07,2023-10,2023-11-07
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.59054700,0.098000,10.300,0.919,58.70000,0.18469,Mass,0.130000,,947,0,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.8550000,10.0590000,8.7130000,9.9823300,2023-11-07,2023-10,2023-11-07
TOI-5398 c,TOI-5398,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.77271000,0.057000,3.520,0.314,11.80000,0.03713,Mass,0.140000,,1242,0,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.8550000,10.0590000,8.7130000,9.9823300,2023-11-06,2023-10,2023-11-06
TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.23914910,0.012230,0.903,0.081,,,,0.000000,23.40,611,0,M V,3216.00,0.19,0.16,,,,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022000,14.8230000,8.9000000,12.8938000,2020-10-01,2021-01,2020-10-08
TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.54835200,0.022500,2.018,0.180,2.89000,0.00909,Mass,0.000000,,999,0,,4169.00,0.62,0.63,-0.170,[Fe/H],4.68,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166000,10.7770000,7.8000000,10.4143000,2023-12-18,2023-10,2023-12-18
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,75.12375000,0.332000,11.310,1.009,419.53350,1.32000,Mass,0.018000,9.60,441,0,G3 V,5700.00,1.06,0.89,-0.210,[Fe/H],4.20,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.8490000,12.4200000,10.8970000,12.2819000,2022-10-10,2022-09,2022-10-10
TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.57407100,0.129100,12.173,1.086,1147.36055,3.61000,Mass,0.298000,,1061,0,F V,6466.00,1.50,1.35,-0.004,[Fe/H],4.22,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.6300000,11.2330000,10.2620000,11.3253000,2022-03-28,2022-01,2022-03-28
TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.98390950,0.072300,12.229,1.091,1910.14873,6.01000,Mass,0.151000,,1180,0,G V,5925.00,1.23,1.03,-0.069,[Fe/H],4.27,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.2660000,11.0910000,9.6380000,10.9777000,2022-03-28,2022-01,2022-03-28
TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.44656880,0.010600,1.425,0.127,2.00000,0.00629,Mass,0.000000,4745.00,2310,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.77883100,0.088400,2.910,0.260,5.39000,0.01696,Mass,0.030000,68.20,800,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,25.71240000,0.158000,2.820,0.252,13.20000,0.04153,Mass,0.122000,21.40,598,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,77.03000000,0.328000,2.550,0.227,12.60000,0.03964,Mass,0.079000,4.96,415,0,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.65114400,0.027340,11.433,1.020,464.98529,1.46300,Mass,0.072000,1423.00,1714,0,,5640.00,1.09,1.00,0.143,[Fe/H],4.36,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.5810000,11.0970000,9.6040000,11.1424000,2021-02-08,2020-11,2021-02-11
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,47.73022000,0.249000,4.910,0.438,20.00000,0.06293,Mass,0.140000,,513,0,G7 V,5485.00,0.94,0.91,0.000,[Fe/H],4.34,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.3930000,11.4380000,9.5630000,11.1483000,2023-06-12,2023-06,2023-06-12
TOI-5704 b,TOI-5704,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.77111600,,3.227,0.288,,,,,,949,0,,4590.00,0.76,0.73,0.428,[Fe/H],4.54,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.6370000,11.5290000,9.0210000,11.2746000,2023-05-26,2023-01,2023-05-26
TOI-5799 b,TOI-5799,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.16475300,0.035200,1.625,0.145,,,,,11.91,518,0,,3514.00,0.33,0.34,-0.080,[Fe/H],4.93,20h06m31.24s,301.6301790,+15d59m20.91s,15.9891418,27.8123000,13.2900000,8.9520000,12.3212000,2024-04-15,2023-11,2024-04-15
TOI-5803 b,TOI-5803,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.38305000,,3.273,0.292,,,,,,679,0,,5134.00,0.76,0.87,,,4.61,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.0126000,10.6550000,8.6840000,10.4782000,2023-05-26,2023-01,2023-05-26
TOI-615 b,TOI-615,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.66159830,0.067800,18.977,1.693,138.25536,0.43500,Mass,0.390000,1286.00,1666,0,F2 V,6850.00,1.73,1.45,-0.100,[Fe/H],4.20,08h53m38.09s,133.4086892,-40d32m37.32s,-40.5437010,360.4080000,10.8250000,9.6690000,10.5775000,2023-07-26,2023-07,2023-07-26
TOI-620 b,TOI-620,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.09881790,0.048250,3.760,0.335,,,,0.220000,20.80,604,0,M2.5 V,3708.00,0.55,0.58,0.350,[Fe/H],4.72,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231000,12.2620000,7.9540000,11.3104000,2022-04-12,2022-04,2022-04-12
TOI-622 b,TOI-622,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.40251300,0.070800,9.236,0.824,96.30201,0.30300,Mass,0.420000,602.00,1388,0,F6 V,6400.00,1.42,1.31,0.090,[Fe/H],4.20,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,123.2970000,8.9950000,7.8580000,8.8910300,2023-07-25,2023-07,2023-07-25
TOI-628 b,TOI-628,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.40956750,0.048600,11.882,1.060,2011.86390,6.33000,Mass,0.072000,,1586,0,,6250.00,1.34,1.31,0.258,[Fe/H],4.30,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.6800000,10.1120000,8.8110000,10.0579000,2021-02-25,2021-04,2021-03-04
TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.00377750,0.066080,19.851,1.771,279.69040,0.88000,Mass,0.050000,,1749,0,,6460.00,2.08,1.54,0.072,[Fe/H],3.99,06h38m56.30s,99.7345935,-36d38m46.07s,-36.6461300,341.9970000,10.5100000,9.2430000,10.4006000,2021-02-25,2021-04,2021-03-04
TOI-672 b,TOI-672,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.63357500,,5.260,0.469,,,,,,676,0,,3765.00,0.54,0.54,-0.710,[Fe/H],4.70,11h11m57.81s,167.9908627,-39d19m41.21s,-39.3281151,66.9071000,13.5760000,9.5070000,12.7364000,2023-05-26,2023-01,2023-05-26
TOI-674 b,TOI-674,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.97714300,0.025000,5.250,0.468,23.60000,0.07425,Mass,0.000000,38.40,635,0,M2 V,3514.00,0.42,0.42,0.170,[Fe/H],4.81,10h58m20.77s,164.5865592,-36d51m29.19s,-36.8581092,46.0851000,14.2030000,9.4690000,13.0914000,2021-07-12,2021-09,2021-07-12
TOI-677 b,TOI-677,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.23660000,0.103800,13.115,1.170,392.83788,1.23600,Mass,0.435000,,1252,0,F8,6295.00,1.28,1.18,0.000,[Fe/H],4.29,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.8120000,9.8220000,8.4290000,9.6608200,2020-05-01,2020-04,2020-05-07
TOI-700 b,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.97721900,0.067700,0.914,0.082,,,,0.075000,4.98,,0,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,13.1510000,8.6340000,12.0665000,2023-01-18,2023-01,2023-01-18
TOI-700 c,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,16.05113700,0.092900,2.600,0.232,,,,0.068000,2.64,,0,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,13.1510000,8.6340000,12.0665000,2023-01-18,2023-01,2023-01-18
TOI-700 d,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,37.42396000,0.163300,1.073,0.096,,,,0.042000,0.85,,0,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,13.1510000,8.6340000,12.0665000,2023-01-18,2023-01,2023-01-18
TOI-700 e,TOI-700,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,27.80978000,0.134000,0.953,0.085,,,,0.059000,1.27,,0,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,13.1510000,8.6340000,12.0665000,2023-01-18,2023-01,2023-01-18
TOI-712 b,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.53136100,0.079280,2.049,0.183,,,,0.540000,22.60,650,0,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212000,10.8380000,8.3130000,10.5785000,2022-08-29,2022-08,2022-08-29
TOI-712 c,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,51.69906000,0.244700,2.701,0.241,,,,0.089000,3.08,370,0,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212000,10.8380000,8.3130000,10.5785000,2022-08-29,2022-08,2022-08-29
TOI-712 d,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,84.83960000,0.340500,2.474,0.221,,,,0.073000,1.60,314,0,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212000,10.8380000,8.3130000,10.5785000,2022-08-29,2022-08,2022-08-29
TOI-715 b,TOI-715,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,19.28800400,0.083000,1.550,0.138,,,,,0.67,234,0,M4,3075.00,0.24,0.23,-0.250,[Fe/H],5.00,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,42.4048000,16.6830000,10.9170000,14.8940000,2023-05-26,2023-05,2023-05-26
TOI-733 b,TOI-733,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.88476500,0.061800,1.992,0.178,5.72000,0.01800,Mass,0.046000,207.10,1056,0,G,5585.00,0.95,0.96,-0.040,[Fe/H],4.47,10h37m38.24s,159.4093183,-40d53m17.73s,-40.8882590,75.2092000,9.4400000,7.8450000,9.2888100,2023-04-17,2023-04,2023-04-17
TOI-763 b,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.60570000,0.060000,2.280,0.203,9.79000,0.03080,Mass,0.040000,,1038,0,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,10.2650000,8.4900000,9.9991500,2020-09-17,2020-11,2020-09-24
TOI-763 c,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,12.27370000,0.101100,2.630,0.235,9.32000,0.02932,Mass,0.040000,,800,0,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,10.2650000,8.4900000,9.9991500,2020-09-17,2020-11,2020-09-24
TOI-771 b,TOI-771,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.32602100,0.020700,1.422,0.127,,,,,12.86,527,0,,3201.00,0.24,0.22,0.120,[Fe/H],5.01,10h56m27.33s,164.1138903,-72d59m06.62s,-72.9851736,25.2788000,14.8880000,9.6640000,13.3671000,2024-04-15,2023-11,2024-04-15
TOI-776 b,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.24661000,0.065200,1.850,0.165,4.00000,0.01259,Mass,0.060000,11.50,514,0,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,11.5360000,7.6150000,10.7409000,2021-01-04,2021-01,2021-01-11
TOI-776 c,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,15.66530000,0.100000,2.020,0.180,5.30000,0.01668,Mass,0.040000,4.90,415,0,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,11.5360000,7.6150000,10.7409000,2021-01-04,2021-01,2021-01-11
TOI-778 b,TOI-778,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.63361100,0.060000,15.400,1.370,878.00000,2.80000,Mass,0.210000,,1561,0,F3 V,6643.00,1.71,1.40,0.000,[m/H],4.05,13h17m20.12s,199.3338503,-15d16m25.34s,-15.2737046,161.7430000,9.1090000,8.0550000,8.9943600,2023-05-03,2023-05,2023-05-03
TOI-784 b,HD 307842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.79703650,0.038000,1.930,0.172,9.67000,0.03043,Mass,0.000000,,,0,G,5558.00,0.91,0.91,-0.130,[Fe/H],4.48,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997000,9.4120000,7.6400000,9.2350100,2023-07-10,2023-07,2023-07-10
TOI-813 b,TOI-813,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,83.89110000,0.423000,6.710,0.599,,,,0.000000,23.10,610,0,G0 IV,5907.00,1.94,1.32,0.100,[Fe/H],3.86,04h50m46.56s,72.6940102,-60d54m19.66s,-60.9054608,263.1450000,10.3580000,9.0290000,10.2352000,2020-01-23,2020-01,2020-01-30
TOI-824 b,TOI-824,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.39297800,0.021770,2.926,0.261,18.46700,0.05810,Mass,,412.00,1253,0,K4 V,4600.00,0.69,0.71,-0.092,[Fe/H],4.61,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262000,11.3140000,8.4320000,10.7616000,2020-09-17,2020-10,2020-09-24
TOI-833 b,TOI-833,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.04187770,0.017100,1.270,0.113,,,,,,1118,0,,3920.00,0.60,0.61,,,4.67,09h42m34.91s,145.6454720,-62d28m33.19s,-62.4758857,41.7148000,11.7240000,8.1460000,11.0750000,2022-02-15,2022-02,2022-02-15
